LEA_NAME	ST	ADDRESS	WEBSITE_CCD	SY_STATUS	OPERATIONAL_SCHOOLS	LEA_TYPE	LEA_TYPE_TEXT	CHARTER_LEA_TEXT	AGCHRT	SURVYEAR
Keystone Education Center CS	PA	"425 S Good Hope Rd., Greenville, PA 16125 "	http://www.keystone.k12.pa.us	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Keystone Montessori Charter School  Inc.	AZ	"1025 E. Liberty Lane, Phoenix, AZ 85048 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Khalsa Family Services	AZ	"3701 East River Road, Tucson, AZ 85718 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Khalsa Montessori Elementary Schools	AZ	"2536 North 3rd Street, Phoenix, AZ 85004 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Khepera CS	PA	"926 W Sedgley Avenue, Philadelphia, PA 19132 "	http://www.kheperacharterschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KI CHARTER ACADEMY	TX	"120 BERT BROWN RD, SAN MARCOS, TX 78666 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIAMICHI TECH. CENTER- ATOKA	OK	"1301 West Liberty Road, Atoka, OK 74525 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- DURANT	OK	"810 WALDRON DR, DURANT, OK 74701 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- HUGO	OK	"107 South 15th Street, Hugo, OK 74743 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- IDABEL	OK	"3205 Lincoln Road NE, Idabel, OK 74745 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- MCALESTER	OK	"301 KIAMICHI DR, MCALESTER, OK 74501 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- POTEAU	OK	"1509 South McKenna, Poteau, OK 74953 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- STIGLER	OK	"1410 OLD MILITARY RD, STIGLER, OK 74462 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
KIAMICHI TECH. CENTER- TALIHINA	OK	"1004 Highway 2 North, Wilburton, OK 74578 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kiel Area School District	WI	"416 Paine St, Kiel, WI 53042 "	www.kiel.k12.wi.us	1	5	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kimberly Area School District	WI	"425 S Washington St, Combined Locks, WI 54113 "	www.kimberly.k12.wi.us	1	10	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kindezi Academy	IN	"3725 Kiel Avenue, Indianapolis, IN 46224 "	http://www.kindeziacademy.org/	3	1	7	Independent charter district	LEA for federal programs		2016
King Academy Community School	OH	"224 W Liberty St, Cincinnati, OH 45202 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KING CENTER CHARTER SCHOOL	NY	"156 NEWBURGH AVE, BUFFALO, NY 14211 "	www.kccs.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Kingman Academy Of Learning	AZ	"3410 N. Burbank St., Kingman, AZ 86409 "	http://www.kaolaz.org	1	4	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
King's Academy Agency	WI	"7798 N 60th St, Milwaukee, WI 53223 "	www.kacsmilw.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kings Canyon Joint Unified	CA	"675 W. Manning Ave., Reedley, CA 93654 "	www.kcusd.com	1	23	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
KINGS COLLEGIATE CHARTER SCHOOL	NY	"1084 LENOX RD, BROOKLYN, NY 11212 "	www.kingscollegiate.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Kings River-Hardwick Union Elementary	CA	"10300 Excelsior Ave., Hanford, CA 93230 "	www.krhsd.k12.ca.us	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kings Schools Transportation Authority JPA	CA	"1200 W. Cinnamon Dr., Lemoore, CA 93245 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kingsburg Elementary Charter	CA	"1310 Stroud Ave., Kingsburg, CA 93631 "	www.kesd.org	1	7	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kingsbury Country Day School	MI	"5000 Hosner Rd, Oxford, MI 48370 "	www.kingsburyschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kingsbury Plt Public Schools	ME	"1069 Douty Hill Rd, Sangerville, ME 4479 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kingsman Academy PCS	DC	"1375 E Street NE, Washington, DC 20002 "	www.kingsmanacademy.org	3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kingston Hill Academy	RI	"850 Stony Fort Road, Saunderstown, RI 2874 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP (CHARTER)	OK	"1661 E  Virgin Street, Tulsa, OK 74106 "	www.kipptulsa.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Academy Boston Charter School (District)	MA	"50 Poydras Street, Hyde Park, MA 2126 "	www.kippma.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP ACADEMY CHARTER SCHOOL	NY	"250 E 156TH ST-4TH FL, BRONX, NY 10451 "	www.kippacademy.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP Academy Lynn Charter (District)	MA	"90 High Rock Street, Lynn, MA 1902 "	www.kippma.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Academy PCS	DC	"1003 K St NW, Washington, DC 20001 "	www.kippdc.org	1	16	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP AMP CHARTER SCHOOL	NY	"1224 PARK PL-4TH FL, BROOKLYN, NY 11213 "	www.kippnyc.org/amp	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP AUSTIN PUBLIC SCHOOLS INC	TX	"8509 FM 969 BLDG 513, AUSTIN, TX 78724 "	www.kippaustin.org	1	9	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Believe College Prep	LA	"1607 South Carrollton Avenue, New Orleans, LA 70118 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Booker T. Washington High School	LA	"2514 Third Street, New Orleans, LA 70113 "		3	1	7	Independent charter district	LEA for federal programs		2016
KIPP Central City Academy	LA	"1607 South Carrollton Avenue, New Orleans, LA 70118 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Central City Primary	LA	"1607 South Carrollton Avenue, New Orleans, LA 70118 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Columbus	OH	"2750 Agler Rd, Columbus, OH 43224 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP DALLAS-FORT WORTH	TX	"3200 S LANCASTER RD STE 230A, DALLAS, TX 75216 "	www.KIPPdfw.org	1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP DELTA PUBLIC SCHOOLS	AR	"415 OHIO STREET, HELENA, AR 72342 "	www.deltacollegeprep.org	1	6	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP DuBois Charter School	PA	"5070 Parkside Avenue, Philadelphia, PA 19131 "	http://www.kippphiladelphia.org/schools/kdca	3	1	7	Independent Charter District	State has charter LEAs but this LEA is not a charter LEA	1	2015
KIPP Durham College Preparatory	NC	"1107 Holloway St, Durham, NC 27701 "	http://kippenc.org/school-details/kipp-durham-college-prep-public-school/	3	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
KIPP East Community Primary	LA	"1607 South Carrollton Street, New Orleans, LA 70118 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Halifax College Preparatory	NC	"515 Becker Dr, Roanoke Rapids, NC 27870 "	kippenc.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
KIPP INC CHARTER	TX	"6700 BELLAIRE BLVD, HOUSTON, TX 77074 "	www.kipphouston.org	1	27	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Indpls College Preparatory	IN	"1740 E 30th St, Indianapolis, IN 46218 "	www.kippindy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Indy Unite Elementary	IN	"1740 E 30th St, Indianapolis, IN 46218 "	pindy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP INFINITY CHARTER SCHOOL	NY	"625 W 133 ST-RM 308D, NEW YORK, NY 10027 "	www.kippnyc.org/infinity	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP McDonogh 15 School for the Creative Arts	LA	"721 St. Phillip Street, New Orleans, LA 70116 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP MINNESOTA CHARTER SCHOOL	MN	"5034 OLIVER AVE. N, MINNEAPOLIS, MN 55430 "	http://www.kippminnesota.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP New Orleans Leadership Academy	LA	"3820 St. Claude Street, New Orleans, LA 70117 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL	NY	"21 JUMEL PL-RM D109, NEW YORK, NY 10032 "	www.kippwashingtonheights.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP Philadelphia Charter School	PA	"2709 N Broad St, Philadelphia, PA 19132 "	http://www.kippphiladelphia.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP REACH COLL (CHARTER)	OK	"1901 NE 13th Street, Oklahoma City, OK 73117 "	www.kippreach.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP Renaissance High School	LA	"3820 St. Claude Street, New Orleans, LA 70117 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP SAN ANTONIO	TX	"735 FREDERICKSBURG RD, SAN ANTONIO, TX 78201 "	www.kippsa.org	1	6	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP ST LOUIS PUBLIC SCHOOLS	MO	"1310 Papin Street Suite 203, ST. LOUIS, MO 63103 "	WWW.KIPPSTL.ORG	1	4	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP STAR COLLEGE PREP CHARTER	NY	"433 W 123RD ST-4TH FL, NEW YORK, NY 10027 "	www.kippnyc.org/star	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP TECH VALLEY CHARTER SCHOOL	NY	"1 DUDLEY HEIGHTS, ALBANY, NY 12210 "	www.kipptechvalley.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
KIPP West Philadelphia CS	PA	"5900 Baltimore Avenue, Philadelphia, PA 19143 "		3	1	7	Independent charter district	Not LEA for federal programs		2016
KIPP West Philadelphia Preparatory Charter School	PA	"5900 Baltimore Ave., Philadelphia, PA 19143 "	http://www.kippphiladelphia.org/schools/kwpp	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KIPP: Charlotte	NC	"931 Wilann Dr, Charlotte, NC 28215 "	www.kippcharlotte.org/	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
KIPP: ENDEAVOR ACADEMY	MO	"2700 E 18TH ST STE 155B, KANSAS CITY, MO 64127 "	WWW.KIPPENDEAVOR.ORG	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kishwaukee Educ Consortium	IL	"PO Box 263, Malta, IL 60150 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kit Carson Union Elementary	CA	"9895 Seventh Ave., Hanford, CA 93230 "	www.kitcarsonschool.com	1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Klamath County SD	OR	"10501 Washburn Way, Klamath Falls, OR 97603 "	www.kcsd.k12.or.us	1	22	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Klamath Falls City Schools	OR	"1336 Avalon, Klamath Falls, OR 97603 "	www.kfalls.k12.or.us	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Klepinger Community School	OH	"3650 Klepinger Rd, Dayton, OH 45416 "	www.imagineklepinger.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Klondyke Elementary District	AZ	"921 Thatcher Blvd, Safford, AZ 85546 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Knapp Charter Academy	MI	"1759 LEFFINGWELL AVE NE, GRAND RAPIDS, MI 49525 "	http://knapp.heritageacademies.com/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Knowledge A to Z Charter School	NJ	"1725 Park Blvd, Camden, NJ 8103 "	www.promiseacademycharter.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Knox County	TN	"912 South  Gay ST, Knoxville, TN 37902 "	www.kcs.k12tn.net	1	91	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Knox County ESC	OH	"308 Martinsburg Rd, Mount Vernon, OH 43050 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Knox-Warren Spec Educ District	IL	"938 Harrison St, Galesburg, IL 61401 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
KOOTENAI BRIDGE ACADEMY	ID	"239 SEQUOIA CT, POST FALLS, ID 83854 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kuumba Academy Charter School	DE	"1200 North French Street, Wilmington, DE 19801 "	www.kuumbaacademycharter.com	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
L. Hollingworth School for Talented and Gifted	OH	"653 Miami St, Toledo, OH 43605 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
LA ACADEMIA DE ESTRELLAS	TX	"4680 W KIEST BLVD, DALLAS, TX 75236 "	www.laetx.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
LA ACADEMIA DOLORES HUERTA	NM	"1480 NORTH MAIN, LAS CRUCES, NM 88001 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
La Academia Partnership Charter School	PA	"30 N Ann St, Lancaster, PA 17602 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
LA AMISTAD LOVE & LEARNING ACADEMY	TX	"10860 ROCKLEY RD, HOUSTON, TX 77099 "		1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
La Casa de Esperanza Charter School Agency	WI	"410 Arcadian Ave, Waukesha, WI 53186 "	www.lacasadeesperanza.org	3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
